siteId,requirementKind,declaringEntry,condition,evaluationSiteCategory,typeFamily,disposition,dischargeStory,premiseTier,group,conflict,deferralCited,derivation,openQuestion,sources
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,state-hook-action-operand,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,state-hook-action-operand,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,transition-row-guard,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,transition-row-guard,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,transition-row-guard,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,transition-row-guard,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,state-hook-guard,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,state-hook-guard,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,state-hook-guard,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,state-hook-guard,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,access-mode-guard,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,access-mode-guard,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,access-mode-guard,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,access-mode-guard,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,reject-message-interpolation,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,reject-message-interpolation,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,reject-message-interpolation,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,reject-message-interpolation,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,rule-condition,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,rule-condition,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,rule-condition,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,rule-condition,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,rule-activation-guard,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,rule-activation-guard,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,rule-activation-guard,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,rule-activation-guard,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,state-ensure-condition,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,state-ensure-condition,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,state-ensure-condition,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,state-ensure-condition,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,event-ensure-condition,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,event-ensure-condition,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,event-ensure-condition,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,event-ensure-condition,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,ensure-activation-guard,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,ensure-activation-guard,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,ensure-activation-guard,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,ensure-activation-guard,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,constraint-rationale-interpolation,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,constraint-rationale-interpolation,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,constraint-rationale-interpolation,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,constraint-rationale-interpolation,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,computed-field-expression,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,computed-field-expression,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,computed-field-expression,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,computed-field-expression,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,field-default-value-expression,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,field-default-value-expression,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,field-default-value-expression,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,field-default-value-expression,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,field-modifier-value-expression,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,field-modifier-value-expression,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,field-modifier-value-expression,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,field-modifier-value-expression,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,event-arg-modifier-value-expression,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,event-arg-modifier-value-expression,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,event-arg-modifier-value-expression,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,event-arg-modifier-value-expression,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,collection-inner-type-modifier-value-expression,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,collection-inner-type-modifier-value-expression,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,collection-inner-type-modifier-value-expression,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,collection-inner-type-modifier-value-expression,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,type-qualifier-expression,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,type-qualifier-expression,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,type-qualifier-expression,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,type-qualifier-expression,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,quantifier-predicate,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,quantifier-predicate,temporal,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
