// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 10 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/" /p:OutDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/publish/" in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1
// command took 1.09 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/" /p:OutDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/publish/" --output "/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1
// command took 8.93 sec and exited with 0
// ***** Done, took 00:00:10 (10.08 sec)   *****
// Found 10 benchmarks:
//   ArithmeticBench.Dec_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Ucum_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Ucum_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

// **************************
// Benchmark: ArithmeticBench.Dec_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Dec_Add --job ShortRun --benchmarkId 0 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

WorkloadPilot   17: 1048576 op, 236080332.00 ns, 225.1437 ns/op
WorkloadPilot   18: 2097152 op, 476279990.00 ns, 227.1080 ns/op
WorkloadPilot   19: 4194304 op, 944622499.00 ns, 225.2156 ns/op

OverheadWarmup   1: 4194304 op, 7135060.00 ns, 1.7011 ns/op
OverheadWarmup   2: 4194304 op, 7127220.00 ns, 1.6993 ns/op
OverheadWarmup   3: 4194304 op, 7133844.00 ns, 1.7008 ns/op
OverheadWarmup   4: 4194304 op, 7153380.00 ns, 1.7055 ns/op
OverheadWarmup   5: 4194304 op, 7136275.00 ns, 1.7014 ns/op
OverheadWarmup   6: 4194304 op, 7173652.00 ns, 1.7103 ns/op
OverheadWarmup   7: 4194304 op, 7154388.00 ns, 1.7057 ns/op

OverheadActual   1: 4194304 op, 7135748.00 ns, 1.7013 ns/op
OverheadActual   2: 4194304 op, 7189796.00 ns, 1.7142 ns/op
OverheadActual   3: 4194304 op, 7151508.00 ns, 1.7051 ns/op
OverheadActual   4: 4194304 op, 7132531.00 ns, 1.7005 ns/op
OverheadActual   5: 4194304 op, 7139780.00 ns, 1.7023 ns/op
OverheadActual   6: 4194304 op, 7148532.00 ns, 1.7043 ns/op
OverheadActual   7: 4194304 op, 7140692.00 ns, 1.7025 ns/op
OverheadActual   8: 4194304 op, 7128451.00 ns, 1.6996 ns/op
OverheadActual   9: 4194304 op, 7147572.00 ns, 1.7041 ns/op
OverheadActual  10: 4194304 op, 7149572.00 ns, 1.7046 ns/op
OverheadActual  11: 4194304 op, 7153988.00 ns, 1.7056 ns/op
OverheadActual  12: 4194304 op, 7124868.00 ns, 1.6987 ns/op
OverheadActual  13: 4194304 op, 7134516.00 ns, 1.7010 ns/op
OverheadActual  14: 4194304 op, 7129091.00 ns, 1.6997 ns/op
OverheadActual  15: 4194304 op, 7125363.00 ns, 1.6988 ns/op

WorkloadWarmup   1: 4194304 op, 948637588.00 ns, 226.1728 ns/op
WorkloadWarmup   2: 4194304 op, 946275631.00 ns, 225.6097 ns/op
WorkloadWarmup   3: 4194304 op, 944427588.00 ns, 225.1691 ns/op

// BeforeActualRun
WorkloadActual   1: 4194304 op, 948297445.00 ns, 226.0917 ns/op
WorkloadActual   2: 4194304 op, 945052259.00 ns, 225.3180 ns/op
WorkloadActual   3: 4194304 op, 944501517.00 ns, 225.1867 ns/op

// AfterActualRun
WorkloadResult   1: 4194304 op, 941157665.00 ns, 224.3895 ns/op
WorkloadResult   2: 4194304 op, 937912479.00 ns, 223.6158 ns/op
WorkloadResult   3: 4194304 op, 937361737.00 ns, 223.4845 ns/op
// GC:  64 0 0 268435456 4194304
// Threading:  0 0 4194304

// AfterAll
// Benchmark Process 249674 has exited with code 0.

Mean = 223.830 ns, StdErr = 0.282 ns (0.13%), N = 3, StdDev = 0.489 ns
Min = 223.484 ns, Q1 = 223.550 ns, Median = 223.616 ns, Q3 = 224.003 ns, Max = 224.389 ns
IQR = 0.453 ns, LowerFence = 222.871 ns, UpperFence = 224.681 ns
ConfidenceInterval = [214.908 ns; 232.752 ns] (CI 99.9%), Margin = 8.922 ns (3.99% of Mean)
Skewness = 0.35, Kurtosis = 0.67, MValue = 2

// ** Remained 6 (60.0%) benchmark(s) to run. Estimated finish 2026-06-15 20:34 (0h 0m from now) **
// **************************
// Benchmark: ArithmeticBench.Dec_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Dec_Div --job ShortRun --benchmarkId 4 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 119314.00 ns, 119.3140 us/op
WorkloadJitting  1: 1 op, 173123.00 ns, 173.1230 us/op

OverheadJitting  2: 16 op, 131218.00 ns, 8.2011 us/op
WorkloadJitting  2: 16 op, 136387.00 ns, 8.5242 us/op

WorkloadPilot    1: 16 op, 1392.00 ns, 87.0000 ns/op
WorkloadPilot    2: 32 op, 1296.00 ns, 40.5000 ns/op
WorkloadPilot    3: 64 op, 2336.00 ns, 36.5000 ns/op
WorkloadPilot    4: 128 op, 4528.00 ns, 35.3750 ns/op
WorkloadPilot    5: 256 op, 8912.00 ns, 34.8125 ns/op
WorkloadPilot    6: 512 op, 18048.00 ns, 35.2500 ns/op
WorkloadPilot    7: 1024 op, 36144.00 ns, 35.2969 ns/op
WorkloadPilot    8: 2048 op, 72337.00 ns, 35.3208 ns/op
WorkloadPilot    9: 4096 op, 144563.00 ns, 35.2937 ns/op
WorkloadPilot   10: 8192 op, 289029.00 ns, 35.2819 ns/op
WorkloadPilot   11: 16384 op, 580602.00 ns, 35.4371 ns/op
WorkloadPilot   12: 32768 op, 1158882.00 ns, 35.3663 ns/op
WorkloadPilot   13: 65536 op, 2334086.00 ns, 35.6153 ns/op
WorkloadPilot   14: 131072 op, 4637883.00 ns, 35.3842 ns/op
WorkloadPilot   15: 262144 op, 9289157.00 ns, 35.4353 ns/op
WorkloadPilot   16: 524288 op, 18605068.00 ns, 35.4864 ns/op
WorkloadPilot   17: 1048576 op, 37098934.00 ns, 35.3803 ns/op
WorkloadPilot   18: 2097152 op, 66750547.00 ns, 31.8291 ns/op
WorkloadPilot   19: 4194304 op, 68745236.00 ns, 16.3901 ns/op
WorkloadPilot   20: 8388608 op, 137441126.00 ns, 16.3843 ns/op
WorkloadPilot   21: 16777216 op, 275001567.00 ns, 16.3914 ns/op
WorkloadPilot   22: 33554432 op, 549704627.00 ns, 16.3825 ns/op

OverheadWarmup   1: 33554432 op, 57032422.00 ns, 1.6997 ns/op
OverheadWarmup   2: 33554432 op, 57031287.00 ns, 1.6997 ns/op
OverheadWarmup   3: 33554432 op, 57045831.00 ns, 1.7001 ns/op
OverheadWarmup   4: 33554432 op, 51854947.00 ns, 1.5454 ns/op
OverheadWarmup   5: 33554432 op, 47135574.00 ns, 1.4047 ns/op
OverheadWarmup   6: 33554432 op, 47118054.00 ns, 1.4042 ns/op
OverheadWarmup   7: 33554432 op, 47140647.00 ns, 1.4049 ns/op
OverheadWarmup   8: 33554432 op, 47103974.00 ns, 1.4038 ns/op

OverheadActual   1: 33554432 op, 47109334.00 ns, 1.4040 ns/op
OverheadActual   2: 33554432 op, 47109398.00 ns, 1.4040 ns/op
OverheadActual   3: 33554432 op, 47113894.00 ns, 1.4041 ns/op
OverheadActual   4: 33554432 op, 47091382.00 ns, 1.4034 ns/op
OverheadActual   5: 33554432 op, 47112790.00 ns, 1.4041 ns/op
OverheadActual   6: 33554432 op, 47157318.00 ns, 1.4054 ns/op
OverheadActual   7: 33554432 op, 47127654.00 ns, 1.4045 ns/op
OverheadActual   8: 33554432 op, 47076901.00 ns, 1.4030 ns/op
OverheadActual   9: 33554432 op, 47103013.00 ns, 1.4038 ns/op
OverheadActual  10: 33554432 op, 47107558.00 ns, 1.4039 ns/op
OverheadActual  11: 33554432 op, 47090582.00 ns, 1.4034 ns/op
OverheadActual  12: 33554432 op, 47112485.00 ns, 1.4041 ns/op
OverheadActual  13: 33554432 op, 47110485.00 ns, 1.4040 ns/op
OverheadActual  14: 33554432 op, 47130358.00 ns, 1.4046 ns/op
OverheadActual  15: 33554432 op, 47119718.00 ns, 1.4043 ns/op

WorkloadWarmup   1: 33554432 op, 550019804.00 ns, 16.3919 ns/op
WorkloadWarmup   2: 33554432 op, 549868707.00 ns, 16.3874 ns/op
WorkloadWarmup   3: 33554432 op, 549821647.00 ns, 16.3860 ns/op

// BeforeActualRun
WorkloadActual   1: 33554432 op, 550159040.00 ns, 16.3960 ns/op
WorkloadActual   2: 33554432 op, 550029449.00 ns, 16.3922 ns/op
WorkloadActual   3: 33554432 op, 538692016.00 ns, 16.0543 ns/op

// AfterActualRun
WorkloadResult   1: 33554432 op, 503048555.00 ns, 14.9920 ns/op
WorkloadResult   2: 33554432 op, 502918964.00 ns, 14.9882 ns/op
WorkloadResult   3: 33554432 op, 491581531.00 ns, 14.6503 ns/op
// GC:  0 0 0 0 33554432
// Threading:  0 0 33554432

// AfterAll
// Benchmark Process 249758 has exited with code 0.

Mean = 14.877 ns, StdErr = 0.113 ns (0.76%), N = 3, StdDev = 0.196 ns
Min = 14.650 ns, Q1 = 14.819 ns, Median = 14.988 ns, Q3 = 14.990 ns, Max = 14.992 ns
IQR = 0.171 ns, LowerFence = 14.563 ns, UpperFence = 15.246 ns
ConfidenceInterval = [11.297 ns; 18.456 ns] (CI 99.9%), Margin = 3.579 ns (24.06% of Mean)
Skewness = -0.38, Kurtosis = 0.67, MValue = 2

// ** Remained 5 (50.0%) benchmark(s) to run. Estimated finish 2026-06-15 20:34 (0h 0m from now) **
// **************************
// Benchmark: ArithmeticBench.Ucum_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Ucum_Div --job ShortRun --benchmarkId 5 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 102178.00 ns, 102.1780 us/op
WorkloadJitting  1: 1 op, 201075.00 ns, 201.0750 us/op

OverheadJitting  2: 16 op, 120578.00 ns, 7.5361 us/op
WorkloadJitting  2: 16 op, 108098.00 ns, 6.7561 us/op

WorkloadPilot    1: 16 op, 3136.00 ns, 196.0000 ns/op
WorkloadPilot    2: 32 op, 8208.00 ns, 256.5000 ns/op
WorkloadPilot    3: 64 op, 7184.00 ns, 112.2500 ns/op
WorkloadPilot    4: 128 op, 13856.00 ns, 108.2500 ns/op
WorkloadPilot    5: 256 op, 27632.00 ns, 107.9375 ns/op
WorkloadPilot    6: 512 op, 53745.00 ns, 104.9707 ns/op
WorkloadPilot    7: 1024 op, 107266.00 ns, 104.7520 ns/op
WorkloadPilot    8: 2048 op, 228115.00 ns, 111.3843 ns/op
WorkloadPilot    9: 4096 op, 427431.00 ns, 104.3533 ns/op
WorkloadPilot   10: 8192 op, 841998.00 ns, 102.7830 ns/op
WorkloadPilot   11: 16384 op, 1827966.00 ns, 111.5702 ns/op
WorkloadPilot   12: 32768 op, 3257572.00 ns, 99.4132 ns/op
WorkloadPilot   13: 65536 op, 6475160.00 ns, 98.8031 ns/op
WorkloadPilot   14: 131072 op, 12980704.00 ns, 99.0349 ns/op
WorkloadPilot   15: 262144 op, 25772717.00 ns, 98.3151 ns/op
WorkloadPilot   16: 524288 op, 51519833.00 ns, 98.2663 ns/op
WorkloadPilot   17: 1048576 op, 70212821.00 ns, 66.9602 ns/op
WorkloadPilot   18: 2097152 op, 98822639.00 ns, 47.1223 ns/op
WorkloadPilot   19: 4194304 op, 198131462.00 ns, 47.2382 ns/op
WorkloadPilot   20: 8388608 op, 395300792.00 ns, 47.1235 ns/op
WorkloadPilot   21: 16777216 op, 790207414.00 ns, 47.1000 ns/op

OverheadWarmup   1: 16777216 op, 28585785.00 ns, 1.7038 ns/op
OverheadWarmup   2: 16777216 op, 28571913.00 ns, 1.7030 ns/op
OverheadWarmup   3: 16777216 op, 28550297.00 ns, 1.7017 ns/op
OverheadWarmup   4: 16777216 op, 28569305.00 ns, 1.7029 ns/op
OverheadWarmup   5: 16777216 op, 28522376.00 ns, 1.7001 ns/op
OverheadWarmup   6: 16777216 op, 28707131.00 ns, 1.7111 ns/op
OverheadWarmup   7: 16777216 op, 28559641.00 ns, 1.7023 ns/op

OverheadActual   1: 16777216 op, 28536585.00 ns, 1.7009 ns/op
OverheadActual   2: 16777216 op, 28539529.00 ns, 1.7011 ns/op
OverheadActual   3: 16777216 op, 28616378.00 ns, 1.7057 ns/op
OverheadActual   4: 16777216 op, 28515416.00 ns, 1.6997 ns/op
OverheadActual   5: 16777216 op, 28558489.00 ns, 1.7022 ns/op
OverheadActual   6: 16777216 op, 28567273.00 ns, 1.7027 ns/op
OverheadActual   7: 16777216 op, 28583193.00 ns, 1.7037 ns/op
OverheadActual   8: 16777216 op, 28546408.00 ns, 1.7015 ns/op
OverheadActual   9: 16777216 op, 28524600.00 ns, 1.7002 ns/op
OverheadActual  10: 16777216 op, 27323093.00 ns, 1.6286 ns/op
OverheadActual  11: 16777216 op, 24434406.00 ns, 1.4564 ns/op
OverheadActual  12: 16777216 op, 24429910.00 ns, 1.4561 ns/op
OverheadActual  13: 16777216 op, 24543449.00 ns, 1.4629 ns/op
OverheadActual  14: 16777216 op, 24453127.00 ns, 1.4575 ns/op
OverheadActual  15: 16777216 op, 24441543.00 ns, 1.4568 ns/op
OverheadActual  16: 16777216 op, 24466664.00 ns, 1.4583 ns/op
OverheadActual  17: 16777216 op, 24430535.00 ns, 1.4562 ns/op
OverheadActual  18: 16777216 op, 24519112.00 ns, 1.4615 ns/op
OverheadActual  19: 16777216 op, 24437767.00 ns, 1.4566 ns/op
OverheadActual  20: 16777216 op, 24447383.00 ns, 1.4572 ns/op

WorkloadWarmup   1: 16777216 op, 791888781.00 ns, 47.2002 ns/op
WorkloadWarmup   2: 16777216 op, 792734498.00 ns, 47.2507 ns/op
WorkloadWarmup   3: 16777216 op, 792248561.00 ns, 47.2217 ns/op

// BeforeActualRun
WorkloadActual   1: 16777216 op, 791224408.00 ns, 47.1606 ns/op
WorkloadActual   2: 16777216 op, 792007900.00 ns, 47.2073 ns/op
WorkloadActual   3: 16777216 op, 791220756.00 ns, 47.1604 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 765291137.00 ns, 45.6149 ns/op
WorkloadResult   2: 16777216 op, 766074629.00 ns, 45.6616 ns/op
WorkloadResult   3: 16777216 op, 765287485.00 ns, 45.6147 ns/op
// GC:  0 0 0 0 16777216
// Threading:  0 0 16777216

// AfterAll
// Benchmark Process 249803 has exited with code 0.

Mean = 45.630 ns, StdErr = 0.016 ns (0.03%), N = 3, StdDev = 0.027 ns
Min = 45.615 ns, Q1 = 45.615 ns, Median = 45.615 ns, Q3 = 45.638 ns, Max = 45.662 ns
IQR = 0.023 ns, LowerFence = 45.580 ns, UpperFence = 45.673 ns
ConfidenceInterval = [45.137 ns; 46.123 ns] (CI 99.9%), Margin = 0.493 ns (1.08% of Mean)
Skewness = 0.38, Kurtosis = 0.67, MValue = 2

// ** Remained 4 (40.0%) benchmark(s) to run. Estimated finish 2026-06-15 20:34 (0h 0m from now) **
// **************************
// Benchmark: ArithmeticBench.Rat_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Rat_Div --job ShortRun --benchmarkId 6 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 115313.00 ns, 115.3130 us/op
WorkloadJitting  1: 1 op, 191763.00 ns, 191.7630 us/op

OverheadJitting  2: 16 op, 115634.00 ns, 7.2271 us/op
WorkloadJitting  2: 16 op, 110370.00 ns, 6.8981 us/op

WorkloadPilot    1: 16 op, 7712.00 ns, 482.0000 ns/op
WorkloadPilot    2: 32 op, 1872.00 ns, 58.5000 ns/op
WorkloadPilot    3: 64 op, 3136.00 ns, 49.0000 ns/op
WorkloadPilot    4: 128 op, 5856.00 ns, 45.7500 ns/op
WorkloadPilot    5: 256 op, 11632.00 ns, 45.4375 ns/op
WorkloadPilot    6: 512 op, 22816.00 ns, 44.5625 ns/op
WorkloadPilot    7: 1024 op, 45297.00 ns, 44.2354 ns/op
WorkloadPilot    8: 2048 op, 90242.00 ns, 44.0635 ns/op
WorkloadPilot    9: 4096 op, 180451.00 ns, 44.0554 ns/op
WorkloadPilot   10: 8192 op, 363846.00 ns, 44.4148 ns/op
WorkloadPilot   11: 16384 op, 720667.00 ns, 43.9860 ns/op
WorkloadPilot   12: 32768 op, 1442935.00 ns, 44.0349 ns/op
WorkloadPilot   13: 65536 op, 2885710.00 ns, 44.0324 ns/op
WorkloadPilot   14: 131072 op, 5761084.00 ns, 43.9536 ns/op
WorkloadPilot   15: 262144 op, 11513559.00 ns, 43.9207 ns/op
WorkloadPilot   16: 524288 op, 23025966.00 ns, 43.9185 ns/op
WorkloadPilot   17: 1048576 op, 46087869.00 ns, 43.9528 ns/op
WorkloadPilot   18: 2097152 op, 63414769.00 ns, 30.2385 ns/op
WorkloadPilot   19: 4194304 op, 84033593.00 ns, 20.0352 ns/op
WorkloadPilot   20: 8388608 op, 113929252.00 ns, 13.5814 ns/op
WorkloadPilot   21: 16777216 op, 227743970.00 ns, 13.5746 ns/op
WorkloadPilot   22: 33554432 op, 455565607.00 ns, 13.5769 ns/op
WorkloadPilot   23: 67108864 op, 911087252.00 ns, 13.5763 ns/op

OverheadWarmup   1: 67108864 op, 114073907.00 ns, 1.6998 ns/op
OverheadWarmup   2: 67108864 op, 109318248.00 ns, 1.6290 ns/op
OverheadWarmup   3: 67108864 op, 94082581.00 ns, 1.4019 ns/op
OverheadWarmup   4: 67108864 op, 94087013.00 ns, 1.4020 ns/op
OverheadWarmup   5: 67108864 op, 94105317.00 ns, 1.4023 ns/op
OverheadWarmup   6: 67108864 op, 94034163.00 ns, 1.4012 ns/op
OverheadWarmup   7: 67108864 op, 94050164.00 ns, 1.4015 ns/op
OverheadWarmup   8: 67108864 op, 94048916.00 ns, 1.4014 ns/op

OverheadActual   1: 67108864 op, 94057444.00 ns, 1.4016 ns/op
OverheadActual   2: 67108864 op, 94046499.00 ns, 1.4014 ns/op
OverheadActual   3: 67108864 op, 94141941.00 ns, 1.4028 ns/op
OverheadActual   4: 67108864 op, 94132517.00 ns, 1.4027 ns/op
OverheadActual   5: 67108864 op, 94154805.00 ns, 1.4030 ns/op
OverheadActual   6: 67108864 op, 94111157.00 ns, 1.4024 ns/op
OverheadActual   7: 67108864 op, 94068483.00 ns, 1.4017 ns/op
OverheadActual   8: 67108864 op, 94079203.00 ns, 1.4019 ns/op
OverheadActual   9: 67108864 op, 94106148.00 ns, 1.4023 ns/op
OverheadActual  10: 67108864 op, 94057698.00 ns, 1.4016 ns/op
OverheadActual  11: 67108864 op, 94134340.00 ns, 1.4027 ns/op
OverheadActual  12: 67108864 op, 94105251.00 ns, 1.4023 ns/op
OverheadActual  13: 67108864 op, 94114659.00 ns, 1.4024 ns/op
OverheadActual  14: 67108864 op, 94062322.00 ns, 1.4016 ns/op
OverheadActual  15: 67108864 op, 94138276.00 ns, 1.4028 ns/op

WorkloadWarmup   1: 67108864 op, 911809749.00 ns, 13.5870 ns/op
WorkloadWarmup   2: 67108864 op, 910958540.00 ns, 13.5743 ns/op
WorkloadWarmup   3: 67108864 op, 911203604.00 ns, 13.5780 ns/op

// BeforeActualRun
WorkloadActual   1: 67108864 op, 911920180.00 ns, 13.5887 ns/op
WorkloadActual   2: 67108864 op, 912204268.00 ns, 13.5929 ns/op
WorkloadActual   3: 67108864 op, 911786905.00 ns, 13.5867 ns/op

// AfterActualRun
WorkloadResult   1: 67108864 op, 817814032.00 ns, 12.1864 ns/op
WorkloadResult   2: 67108864 op, 818098120.00 ns, 12.1906 ns/op
WorkloadResult   3: 67108864 op, 817680757.00 ns, 12.1844 ns/op
// GC:  0 0 0 0 67108864
// Threading:  0 0 67108864

// AfterAll
// Benchmark Process 249888 has exited with code 0.

Mean = 12.187 ns, StdErr = 0.002 ns (0.02%), N = 3, StdDev = 0.003 ns
Min = 12.184 ns, Q1 = 12.185 ns, Median = 12.186 ns, Q3 = 12.188 ns, Max = 12.191 ns
IQR = 0.003 ns, LowerFence = 12.181 ns, UpperFence = 12.193 ns
ConfidenceInterval = [12.129 ns; 12.245 ns] (CI 99.9%), Margin = 0.058 ns (0.48% of Mean)
Skewness = 0.22, Kurtosis = 0.67, MValue = 2

// ** Remained 3 (30.0%) benchmark(s) to run. Estimated finish 2026-06-15 20:34 (0h 0m from now) **
// **************************
// Benchmark: ArithmeticBench.Dec_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Dec_Mul --job ShortRun --benchmarkId 7 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 94545.00 ns, 94.5450 us/op
WorkloadJitting  1: 1 op, 171923.00 ns, 171.9230 us/op

OverheadJitting  2: 16 op, 127538.00 ns, 7.9711 us/op
WorkloadJitting  2: 16 op, 120722.00 ns, 7.5451 us/op

WorkloadPilot    1: 16 op, 512.00 ns, 32.0000 ns/op
WorkloadPilot    2: 32 op, 288.00 ns, 9.0000 ns/op
WorkloadPilot    3: 64 op, 400.00 ns, 6.2500 ns/op
WorkloadPilot    4: 128 op, 752.00 ns, 5.8750 ns/op
WorkloadPilot    5: 256 op, 1488.00 ns, 5.8125 ns/op
WorkloadPilot    6: 512 op, 2880.00 ns, 5.6250 ns/op
WorkloadPilot    7: 1024 op, 5744.00 ns, 5.6094 ns/op
WorkloadPilot    8: 2048 op, 11424.00 ns, 5.5781 ns/op
WorkloadPilot    9: 4096 op, 22912.00 ns, 5.5938 ns/op
WorkloadPilot   10: 8192 op, 45777.00 ns, 5.5880 ns/op
WorkloadPilot   11: 16384 op, 91441.00 ns, 5.5811 ns/op
WorkloadPilot   12: 32768 op, 183187.00 ns, 5.5904 ns/op
