// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 10 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/" /p:OutDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/publish/" in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1
// command took 1.23 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/" /p:OutDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/publish/" --output "/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1
// command took 8.73 sec and exited with 0
// ***** Done, took 00:00:10 (10.03 sec)   *****
// Found 10 benchmarks:
//   ArithmeticBench.Dec_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Ucum_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Ucum_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

// **************************
// Benchmark: ArithmeticBench.Dec_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Dec_Add --job ShortRun --benchmarkId 0 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

WorkloadPilot   13: 65536 op, 31724928.00 ns, 484.0840 ns/op
WorkloadPilot   14: 131072 op, 65707642.00 ns, 501.3095 ns/op
WorkloadPilot   15: 262144 op, 68312265.00 ns, 260.5906 ns/op
WorkloadPilot   16: 524288 op, 121891127.00 ns, 232.4889 ns/op
WorkloadPilot   17: 1048576 op, 235975247.00 ns, 225.0435 ns/op
WorkloadPilot   18: 2097152 op, 476346635.00 ns, 227.1398 ns/op
WorkloadPilot   19: 4194304 op, 944626871.00 ns, 225.2166 ns/op

OverheadWarmup   1: 4194304 op, 7137810.00 ns, 1.7018 ns/op
OverheadWarmup   2: 4194304 op, 7125905.00 ns, 1.6989 ns/op
OverheadWarmup   3: 4194304 op, 7135970.00 ns, 1.7013 ns/op
OverheadWarmup   4: 4194304 op, 7152785.00 ns, 1.7054 ns/op
OverheadWarmup   5: 4194304 op, 7136321.00 ns, 1.7014 ns/op
OverheadWarmup   6: 4194304 op, 7135745.00 ns, 1.7013 ns/op
OverheadWarmup   7: 4194304 op, 7148354.00 ns, 1.7043 ns/op
OverheadWarmup   8: 4194304 op, 7137394.00 ns, 1.7017 ns/op

OverheadActual   1: 4194304 op, 7136353.00 ns, 1.7014 ns/op
OverheadActual   2: 4194304 op, 7135394.00 ns, 1.7012 ns/op
OverheadActual   3: 4194304 op, 7144786.00 ns, 1.7034 ns/op
OverheadActual   4: 4194304 op, 7132417.00 ns, 1.7005 ns/op
OverheadActual   5: 4194304 op, 7132098.00 ns, 1.7004 ns/op
OverheadActual   6: 4194304 op, 7135457.00 ns, 1.7012 ns/op
OverheadActual   7: 4194304 op, 7139346.00 ns, 1.7022 ns/op
OverheadActual   8: 4194304 op, 7144161.00 ns, 1.7033 ns/op
OverheadActual   9: 4194304 op, 7139105.00 ns, 1.7021 ns/op
OverheadActual  10: 4194304 op, 7154770.00 ns, 1.7058 ns/op
OverheadActual  11: 4194304 op, 7145698.00 ns, 1.7037 ns/op
OverheadActual  12: 4194304 op, 7140145.00 ns, 1.7023 ns/op
OverheadActual  13: 4194304 op, 7144737.00 ns, 1.7034 ns/op
OverheadActual  14: 4194304 op, 7142658.00 ns, 1.7029 ns/op
OverheadActual  15: 4194304 op, 7151346.00 ns, 1.7050 ns/op

WorkloadWarmup   1: 4194304 op, 949089731.00 ns, 226.2806 ns/op
WorkloadWarmup   2: 4194304 op, 944150520.00 ns, 225.1030 ns/op
WorkloadWarmup   3: 4194304 op, 943953860.00 ns, 225.0561 ns/op

// BeforeActualRun
WorkloadActual   1: 4194304 op, 950625291.00 ns, 226.6467 ns/op
WorkloadActual   2: 4194304 op, 944437403.00 ns, 225.1714 ns/op
WorkloadActual   3: 4194304 op, 944506364.00 ns, 225.1879 ns/op

// AfterActualRun
WorkloadResult   1: 4194304 op, 943485146.00 ns, 224.9444 ns/op
WorkloadResult   2: 4194304 op, 937297258.00 ns, 223.4691 ns/op
WorkloadResult   3: 4194304 op, 937366219.00 ns, 223.4855 ns/op
// GC:  64 0 0 268435456 4194304
// Threading:  0 0 4194304

// AfterAll
// Benchmark Process 247850 has exited with code 0.

Mean = 223.966 ns, StdErr = 0.489 ns (0.22%), N = 3, StdDev = 0.847 ns
Min = 223.469 ns, Q1 = 223.477 ns, Median = 223.486 ns, Q3 = 224.215 ns, Max = 224.944 ns
IQR = 0.738 ns, LowerFence = 222.371 ns, UpperFence = 225.321 ns
ConfidenceInterval = [208.513 ns; 239.420 ns] (CI 99.9%), Margin = 15.454 ns (6.90% of Mean)
Skewness = 0.38, Kurtosis = 0.67, MValue = 2

// ** Remained 6 (60.0%) benchmark(s) to run. Estimated finish 2026-06-15 20:32 (0h 0m from now) **
// **************************
// Benchmark: ArithmeticBench.Dec_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Dec_Div --job ShortRun --benchmarkId 4 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 108818.00 ns, 108.8180 us/op
WorkloadJitting  1: 1 op, 210580.00 ns, 210.5800 us/op

OverheadJitting  2: 16 op, 142819.00 ns, 8.9262 us/op
WorkloadJitting  2: 16 op, 126242.00 ns, 7.8901 us/op

WorkloadPilot    1: 16 op, 1232.00 ns, 77.0000 ns/op
WorkloadPilot    2: 32 op, 1296.00 ns, 40.5000 ns/op
WorkloadPilot    3: 64 op, 2272.00 ns, 35.5000 ns/op
WorkloadPilot    4: 128 op, 4496.00 ns, 35.1250 ns/op
WorkloadPilot    5: 256 op, 8848.00 ns, 34.5625 ns/op
WorkloadPilot    6: 512 op, 17841.00 ns, 34.8457 ns/op
WorkloadPilot    7: 1024 op, 36609.00 ns, 35.7510 ns/op
WorkloadPilot    8: 2048 op, 71858.00 ns, 35.0869 ns/op
WorkloadPilot    9: 4096 op, 143523.00 ns, 35.0398 ns/op
WorkloadPilot   10: 8192 op, 287189.00 ns, 35.0573 ns/op
WorkloadPilot   11: 16384 op, 574538.00 ns, 35.0670 ns/op
WorkloadPilot   12: 32768 op, 1154597.00 ns, 35.2355 ns/op
WorkloadPilot   13: 65536 op, 2307898.00 ns, 35.2157 ns/op
WorkloadPilot   14: 131072 op, 4587426.00 ns, 34.9993 ns/op
WorkloadPilot   15: 262144 op, 9182101.00 ns, 35.0269 ns/op
WorkloadPilot   16: 524288 op, 18387291.00 ns, 35.0710 ns/op
WorkloadPilot   17: 1048576 op, 36792390.00 ns, 35.0880 ns/op
WorkloadPilot   18: 2097152 op, 66579358.00 ns, 31.7475 ns/op
WorkloadPilot   19: 4194304 op, 68930536.00 ns, 16.4343 ns/op
WorkloadPilot   20: 8388608 op, 137775775.00 ns, 16.4242 ns/op
WorkloadPilot   21: 16777216 op, 275645905.00 ns, 16.4298 ns/op
WorkloadPilot   22: 33554432 op, 551218988.00 ns, 16.4276 ns/op

OverheadWarmup   1: 33554432 op, 57185397.00 ns, 1.7043 ns/op
OverheadWarmup   2: 33554432 op, 57081554.00 ns, 1.7012 ns/op
OverheadWarmup   3: 33554432 op, 57126339.00 ns, 1.7025 ns/op
OverheadWarmup   4: 33554432 op, 52502512.00 ns, 1.5647 ns/op
OverheadWarmup   5: 33554432 op, 47170000.00 ns, 1.4058 ns/op
OverheadWarmup   6: 33554432 op, 47106255.00 ns, 1.4039 ns/op
OverheadWarmup   7: 33554432 op, 47102703.00 ns, 1.4038 ns/op
OverheadWarmup   8: 33554432 op, 47088991.00 ns, 1.4034 ns/op
OverheadWarmup   9: 33554432 op, 47199296.00 ns, 1.4066 ns/op
OverheadWarmup  10: 33554432 op, 47100223.00 ns, 1.4037 ns/op

OverheadActual   1: 33554432 op, 47111919.00 ns, 1.4040 ns/op
OverheadActual   2: 33554432 op, 47179313.00 ns, 1.4061 ns/op
OverheadActual   3: 33554432 op, 47167760.00 ns, 1.4057 ns/op
OverheadActual   4: 33554432 op, 47093855.00 ns, 1.4035 ns/op
OverheadActual   5: 33554432 op, 47091822.00 ns, 1.4034 ns/op
OverheadActual   6: 33554432 op, 47100526.00 ns, 1.4037 ns/op
OverheadActual   7: 33554432 op, 47135919.00 ns, 1.4048 ns/op
OverheadActual   8: 33554432 op, 47122863.00 ns, 1.4044 ns/op
OverheadActual   9: 33554432 op, 47136478.00 ns, 1.4048 ns/op
OverheadActual  10: 33554432 op, 47146383.00 ns, 1.4051 ns/op
OverheadActual  11: 33554432 op, 47156575.00 ns, 1.4054 ns/op
OverheadActual  12: 33554432 op, 47148687.00 ns, 1.4051 ns/op
OverheadActual  13: 33554432 op, 47140239.00 ns, 1.4049 ns/op
OverheadActual  14: 33554432 op, 47115903.00 ns, 1.4042 ns/op
OverheadActual  15: 33554432 op, 47138718.00 ns, 1.4048 ns/op

WorkloadWarmup   1: 33554432 op, 551030216.00 ns, 16.4220 ns/op
WorkloadWarmup   2: 33554432 op, 546502094.00 ns, 16.2870 ns/op
WorkloadWarmup   3: 33554432 op, 541673668.00 ns, 16.1431 ns/op

// BeforeActualRun
WorkloadActual   1: 33554432 op, 545852568.00 ns, 16.2677 ns/op
WorkloadActual   2: 33554432 op, 550561831.00 ns, 16.4080 ns/op
WorkloadActual   3: 33554432 op, 551041994.00 ns, 16.4223 ns/op

// AfterActualRun
WorkloadResult   1: 33554432 op, 498716090.00 ns, 14.8629 ns/op
WorkloadResult   2: 33554432 op, 503425353.00 ns, 15.0032 ns/op
WorkloadResult   3: 33554432 op, 503905516.00 ns, 15.0176 ns/op
// GC:  0 0 0 0 33554432
// Threading:  0 0 33554432

// AfterAll
// Benchmark Process 247913 has exited with code 0.

Mean = 14.961 ns, StdErr = 0.049 ns (0.33%), N = 3, StdDev = 0.085 ns
Min = 14.863 ns, Q1 = 14.933 ns, Median = 15.003 ns, Q3 = 15.010 ns, Max = 15.018 ns
IQR = 0.077 ns, LowerFence = 14.817 ns, UpperFence = 15.126 ns
ConfidenceInterval = [13.402 ns; 16.520 ns] (CI 99.9%), Margin = 1.559 ns (10.42% of Mean)
Skewness = -0.37, Kurtosis = 0.67, MValue = 2

// ** Remained 5 (50.0%) benchmark(s) to run. Estimated finish 2026-06-15 20:32 (0h 0m from now) **
// **************************
// Benchmark: ArithmeticBench.Ucum_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Ucum_Div --job ShortRun --benchmarkId 5 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 111314.00 ns, 111.3140 us/op
WorkloadJitting  1: 1 op, 218676.00 ns, 218.6760 us/op

OverheadJitting  2: 16 op, 116082.00 ns, 7.2551 us/op
WorkloadJitting  2: 16 op, 116754.00 ns, 7.2971 us/op

WorkloadPilot    1: 16 op, 3104.00 ns, 194.0000 ns/op
WorkloadPilot    2: 32 op, 3952.00 ns, 123.5000 ns/op
WorkloadPilot    3: 64 op, 7120.00 ns, 111.2500 ns/op
WorkloadPilot    4: 128 op, 13808.00 ns, 107.8750 ns/op
WorkloadPilot    5: 256 op, 27440.00 ns, 107.1875 ns/op
WorkloadPilot    6: 512 op, 53729.00 ns, 104.9395 ns/op
WorkloadPilot    7: 1024 op, 111186.00 ns, 108.5801 ns/op
WorkloadPilot    8: 2048 op, 213908.00 ns, 104.4473 ns/op
WorkloadPilot    9: 4096 op, 429672.00 ns, 104.9004 ns/op
WorkloadPilot   10: 8192 op, 843232.00 ns, 102.9336 ns/op
WorkloadPilot   11: 16384 op, 1656142.00 ns, 101.0829 ns/op
WorkloadPilot   12: 32768 op, 3271434.00 ns, 99.8362 ns/op
WorkloadPilot   13: 65536 op, 6504372.00 ns, 99.2488 ns/op
WorkloadPilot   14: 131072 op, 13015065.00 ns, 99.2971 ns/op
WorkloadPilot   15: 262144 op, 25856222.00 ns, 98.6337 ns/op
WorkloadPilot   16: 524288 op, 51536906.00 ns, 98.2988 ns/op
WorkloadPilot   17: 1048576 op, 59488105.00 ns, 56.7323 ns/op
WorkloadPilot   18: 2097152 op, 98834600.00 ns, 47.1280 ns/op
WorkloadPilot   19: 4194304 op, 197653408.00 ns, 47.1242 ns/op
WorkloadPilot   20: 8388608 op, 395230103.00 ns, 47.1151 ns/op
WorkloadPilot   21: 16777216 op, 790597100.00 ns, 47.1233 ns/op

OverheadWarmup   1: 16777216 op, 28540014.00 ns, 1.7011 ns/op
OverheadWarmup   2: 16777216 op, 28538830.00 ns, 1.7010 ns/op
OverheadWarmup   3: 16777216 op, 28508685.00 ns, 1.6993 ns/op
OverheadWarmup   4: 16777216 op, 28512477.00 ns, 1.6995 ns/op
OverheadWarmup   5: 16777216 op, 28624223.00 ns, 1.7061 ns/op
OverheadWarmup   6: 16777216 op, 28553422.00 ns, 1.7019 ns/op
OverheadWarmup   7: 16777216 op, 28588974.00 ns, 1.7040 ns/op
OverheadWarmup   8: 16777216 op, 28540397.00 ns, 1.7011 ns/op

OverheadActual   1: 16777216 op, 28580190.00 ns, 1.7035 ns/op
OverheadActual   2: 16777216 op, 28550190.00 ns, 1.7017 ns/op
OverheadActual   3: 16777216 op, 28530878.00 ns, 1.7006 ns/op
OverheadActual   4: 16777216 op, 28563006.00 ns, 1.7025 ns/op
OverheadActual   5: 16777216 op, 28525949.00 ns, 1.7003 ns/op
OverheadActual   6: 16777216 op, 28548862.00 ns, 1.7016 ns/op
OverheadActual   7: 16777216 op, 28595183.00 ns, 1.7044 ns/op
OverheadActual   8: 16777216 op, 28533918.00 ns, 1.7008 ns/op
OverheadActual   9: 16777216 op, 28555278.00 ns, 1.7020 ns/op
OverheadActual  10: 16777216 op, 24484869.00 ns, 1.4594 ns/op
OverheadActual  11: 16777216 op, 24494693.00 ns, 1.4600 ns/op
OverheadActual  12: 16777216 op, 24514886.00 ns, 1.4612 ns/op
OverheadActual  13: 16777216 op, 24496725.00 ns, 1.4601 ns/op
OverheadActual  14: 16777216 op, 24110495.00 ns, 1.4371 ns/op
OverheadActual  15: 16777216 op, 23568180.00 ns, 1.4048 ns/op
OverheadActual  16: 16777216 op, 23536468.00 ns, 1.4029 ns/op
OverheadActual  17: 16777216 op, 23566404.00 ns, 1.4047 ns/op
OverheadActual  18: 16777216 op, 23617654.00 ns, 1.4077 ns/op
OverheadActual  19: 16777216 op, 23541844.00 ns, 1.4032 ns/op
OverheadActual  20: 16777216 op, 23589093.00 ns, 1.4060 ns/op

WorkloadWarmup   1: 16777216 op, 791405457.00 ns, 47.1714 ns/op
WorkloadWarmup   2: 16777216 op, 790954863.00 ns, 47.1446 ns/op
WorkloadWarmup   3: 16777216 op, 789859472.00 ns, 47.0793 ns/op

// BeforeActualRun
WorkloadActual   1: 16777216 op, 791687094.00 ns, 47.1882 ns/op
WorkloadActual   2: 16777216 op, 791227985.00 ns, 47.1609 ns/op
WorkloadActual   3: 16777216 op, 790689419.00 ns, 47.1288 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 767181288.50 ns, 45.7276 ns/op
WorkloadResult   2: 16777216 op, 766722179.50 ns, 45.7002 ns/op
WorkloadResult   3: 16777216 op, 766183613.50 ns, 45.6681 ns/op
// GC:  0 0 0 0 16777216
// Threading:  0 0 16777216

// AfterAll
// Benchmark Process 247977 has exited with code 0.

Mean = 45.699 ns, StdErr = 0.017 ns (0.04%), N = 3, StdDev = 0.030 ns
Min = 45.668 ns, Q1 = 45.684 ns, Median = 45.700 ns, Q3 = 45.714 ns, Max = 45.728 ns
IQR = 0.030 ns, LowerFence = 45.640 ns, UpperFence = 45.758 ns
ConfidenceInterval = [45.156 ns; 46.242 ns] (CI 99.9%), Margin = 0.543 ns (1.19% of Mean)
Skewness = -0.05, Kurtosis = 0.67, MValue = 2

// ** Remained 4 (40.0%) benchmark(s) to run. Estimated finish 2026-06-15 20:32 (0h 0m from now) **
// **************************
// Benchmark: ArithmeticBench.Rat_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Rat_Div --job ShortRun --benchmarkId 6 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 109762.00 ns, 109.7620 us/op
WorkloadJitting  1: 1 op, 195684.00 ns, 195.6840 us/op

OverheadJitting  2: 16 op, 115586.00 ns, 7.2241 us/op
WorkloadJitting  2: 16 op, 119010.00 ns, 7.4381 us/op

WorkloadPilot    1: 16 op, 2112.00 ns, 132.0000 ns/op
WorkloadPilot    2: 32 op, 2032.00 ns, 63.5000 ns/op
WorkloadPilot    3: 64 op, 2992.00 ns, 46.7500 ns/op
WorkloadPilot    4: 128 op, 5840.00 ns, 45.6250 ns/op
WorkloadPilot    5: 256 op, 11489.00 ns, 44.8789 ns/op
WorkloadPilot    6: 512 op, 22560.00 ns, 44.0625 ns/op
WorkloadPilot    7: 1024 op, 44721.00 ns, 43.6729 ns/op
WorkloadPilot    8: 2048 op, 89090.00 ns, 43.5010 ns/op
WorkloadPilot    9: 4096 op, 178707.00 ns, 43.6296 ns/op
WorkloadPilot   10: 8192 op, 364374.00 ns, 44.4792 ns/op
WorkloadPilot   11: 16384 op, 739117.00 ns, 45.1121 ns/op
WorkloadPilot   12: 32768 op, 1453850.00 ns, 44.3680 ns/op
WorkloadPilot   13: 65536 op, 2902804.00 ns, 44.2933 ns/op
WorkloadPilot   14: 131072 op, 5767334.00 ns, 44.0013 ns/op
WorkloadPilot   15: 262144 op, 11512300.00 ns, 43.9159 ns/op
WorkloadPilot   16: 524288 op, 23025545.00 ns, 43.9177 ns/op
WorkloadPilot   17: 1048576 op, 46033168.00 ns, 43.9007 ns/op
WorkloadPilot   18: 2097152 op, 69419039.00 ns, 33.1016 ns/op
WorkloadPilot   19: 4194304 op, 87291661.00 ns, 20.8120 ns/op
WorkloadPilot   20: 8388608 op, 113949973.00 ns, 13.5839 ns/op
WorkloadPilot   21: 16777216 op, 227792150.00 ns, 13.5775 ns/op
WorkloadPilot   22: 33554432 op, 455775661.00 ns, 13.5832 ns/op
WorkloadPilot   23: 67108864 op, 911720243.00 ns, 13.5857 ns/op

OverheadWarmup   1: 67108864 op, 114092595.00 ns, 1.7001 ns/op
OverheadWarmup   2: 67108864 op, 109447714.00 ns, 1.6309 ns/op
OverheadWarmup   3: 67108864 op, 94097041.00 ns, 1.4022 ns/op
OverheadWarmup   4: 67108864 op, 94062706.00 ns, 1.4016 ns/op
OverheadWarmup   5: 67108864 op, 94085713.00 ns, 1.4020 ns/op
OverheadWarmup   6: 67108864 op, 94057855.00 ns, 1.4016 ns/op
OverheadWarmup   7: 67108864 op, 94064864.00 ns, 1.4017 ns/op
OverheadWarmup   8: 67108864 op, 94107585.00 ns, 1.4023 ns/op
OverheadWarmup   9: 67108864 op, 94143793.00 ns, 1.4029 ns/op
OverheadWarmup  10: 67108864 op, 94122465.00 ns, 1.4025 ns/op

OverheadActual   1: 67108864 op, 94115057.00 ns, 1.4024 ns/op
OverheadActual   2: 67108864 op, 94121489.00 ns, 1.4025 ns/op
OverheadActual   3: 67108864 op, 94122353.00 ns, 1.4025 ns/op
OverheadActual   4: 67108864 op, 94113392.00 ns, 1.4024 ns/op
OverheadActual   5: 67108864 op, 94065472.00 ns, 1.4017 ns/op
OverheadActual   6: 67108864 op, 94048989.00 ns, 1.4014 ns/op
OverheadActual   7: 67108864 op, 94117183.00 ns, 1.4025 ns/op
OverheadActual   8: 67108864 op, 94119263.00 ns, 1.4025 ns/op
OverheadActual   9: 67108864 op, 94086094.00 ns, 1.4020 ns/op
OverheadActual  10: 67108864 op, 94093374.00 ns, 1.4021 ns/op
OverheadActual  11: 67108864 op, 94082366.00 ns, 1.4019 ns/op
OverheadActual  12: 67108864 op, 94113743.00 ns, 1.4024 ns/op
OverheadActual  13: 67108864 op, 94081950.00 ns, 1.4019 ns/op
OverheadActual  14: 67108864 op, 94069534.00 ns, 1.4017 ns/op
OverheadActual  15: 67108864 op, 94065790.00 ns, 1.4017 ns/op

WorkloadWarmup   1: 67108864 op, 911829485.00 ns, 13.5873 ns/op
WorkloadWarmup   2: 67108864 op, 911869999.00 ns, 13.5879 ns/op
WorkloadWarmup   3: 67108864 op, 911542650.00 ns, 13.5830 ns/op

// BeforeActualRun
WorkloadActual   1: 67108864 op, 912343033.00 ns, 13.5950 ns/op
WorkloadActual   2: 67108864 op, 912229913.00 ns, 13.5933 ns/op
WorkloadActual   3: 67108864 op, 912173961.00 ns, 13.5925 ns/op

// AfterActualRun
WorkloadResult   1: 67108864 op, 818249659.00 ns, 12.1929 ns/op
WorkloadResult   2: 67108864 op, 818136539.00 ns, 12.1912 ns/op
WorkloadResult   3: 67108864 op, 818080587.00 ns, 12.1904 ns/op
// GC:  0 0 0 0 67108864
// Threading:  0 0 67108864

// AfterAll
// Benchmark Process 248164 has exited with code 0.

Mean = 12.191 ns, StdErr = 0.001 ns (0.01%), N = 3, StdDev = 0.001 ns
Min = 12.190 ns, Q1 = 12.191 ns, Median = 12.191 ns, Q3 = 12.192 ns, Max = 12.193 ns
IQR = 0.001 ns, LowerFence = 12.189 ns, UpperFence = 12.194 ns
ConfidenceInterval = [12.168 ns; 12.215 ns] (CI 99.9%), Margin = 0.023 ns (0.19% of Mean)
Skewness = 0.21, Kurtosis = 0.67, MValue = 2

// ** Remained 3 (30.0%) benchmark(s) to run. Estimated finish 2026-06-15 20:32 (0h 0m from now) **
// **************************
// Benchmark: ArithmeticBench.Dec_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Dec_Mul --job ShortRun --benchmarkId 7 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 119842.00 ns, 119.8420 us/op
WorkloadJitting  1: 1 op, 213124.00 ns, 213.1240 us/op

OverheadJitting  2: 16 op, 125010.00 ns, 7.8131 us/op
WorkloadJitting  2: 16 op, 132706.00 ns, 8.2941 us/op

WorkloadPilot    1: 16 op, 528.00 ns, 33.0000 ns/op
WorkloadPilot    2: 32 op, 256.00 ns, 8.0000 ns/op
